eventID,parentEventID,eventDate,country,locality,site,reef,Quadrat,decimalLongitude,decimalLatitude,minimunDepthinMeters,maximunDepthinMeters,coordinateUncertaintyInMeters,geodeticDatum
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q008,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q009,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q009,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q010,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q011,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q012,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q013,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q014,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q015,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q016,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q017,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q018,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q019,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_CAVEFLOOR,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q020,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1,,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q001,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q002,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q003,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q004,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q005,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q006,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q007,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q008,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q009,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q009,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q010,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q011,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q012,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q013,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q014,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q015,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q016,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q017,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q018,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q019,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_HORIZONTAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q020,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1,,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q001,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q002,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q003,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q004,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q005,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q006,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q007,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q008,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q009,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q009,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q010,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q011,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q012,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q013,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q014,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q015,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q016,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q017,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q018,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q019,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_OVERHANG,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q020,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1,,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q001,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q002,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q003,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q004,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q005,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q006,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q007,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q008,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q009,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q009,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q010,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q010,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q011,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q011,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q012,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q012,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q013,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q013,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q014,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q014,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q015,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q015,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q016,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q016,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q017,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q017,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q018,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q018,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q019,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q019,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL_Q020,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW1_VERTICAL,2019-03-11,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,Q020,-64.256885,-42.620258,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS,,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW1,,,,1,7,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2,,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,,,,,,,
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q001,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q001,-64.253717,-42.620333,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q002,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q002,-64.253717,-42.620333,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q003,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q003,-64.253717,-42.620333,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q004,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q004,-64.253717,-42.620333,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q005,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q005,-64.253717,-42.620333,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q006,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q006,-64.253717,-42.620333,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q007,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q007,-64.253717,-42.620333,,,,WGS84
ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR_Q008,ARGENTINA_PTOPIRAMIDES_2019_PARDELAS_SHALLOW2_CAVEFLOOR,2019-03-26,ARGENTINA,PTOPIRAMIDES,PARDELAS,SHALLOW2,Q008,-64.253717,-42.620333,,,,WGS84
